USAP Part Name	Taxonomy
Overdrive Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Transmission Parts
Transfer Case Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Transmission Parts > Transfer Case Parts
Transfer Case Vacuum Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Transmission Parts > Transfer Case Parts
Distributor Wire	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Ignition Parts > Distributor Parts
ECU Conversion Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Monitoring > Engine Control Unit Parts
Engine Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Monitoring > Engine Control Unit Parts
Fuel Injection Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Injection Parts
Fuel Pump Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Pump Parts
Battery Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Vehicle Battery Parts
Clutch Interlock Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Transmission Parts > Clutch Parts
Clutch Pedal Ignition Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Transmission Parts > Clutch Parts
Diesel Glow Plug Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Fan Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Fan Switch Plug	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Fuel Injection Thermal Time Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Fuel Pump Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Pump Parts
Fuel Tank Selector Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Tank Parts
Idle Speed Contact Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Ignition Key Warning Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Ignition Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Inertia Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Kill Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Oil Pressure Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Oil Temperature Sending Gauge Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Oil Circulation
Starter Pull Switch Knob	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Starter Motor Parts
Starter Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Starter Motor Parts
Temperature Sending Gauge Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Monitoring
Throttle Microswitch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts
Throttle Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts
A/C & Heater Control	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Blower Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Clutch Relay	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Control Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C E.T.R. Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Heater Control	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Thermo Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
Air Circulation Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Blower Control Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Blower Switch Knob	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Heater Control Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heater Switch Nut	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heater Switch Spacer	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Vacuum Selector Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Flasher Relay	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Back Up Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Reverse Lights
Brake Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Brake & Clutch Levers
Brake Light Switch Retainer	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Interior Lighting
Courtesy Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Interior Lighting
Dash Display Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Daytime Running Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Running Boards
Dimmer Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Dimmer Switch Actuator	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Fog Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Fog Lights
Hazard Flasher Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Headlight Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Headlights
Headlight Switch Knob	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Headlights
Interior Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Interior Lighting
Interior Light Switch Fooler	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Interior Lighting
Turn Signal Lever	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Turn Signal Lever Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Turn Signal Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Headlight Wire Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Headlights
Tail Light Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Fuel Pump Relay	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Fuel Systems > Fuel Pump Parts
Relay	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Relay Module	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Brake Pressure Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts
Brake Pressure Switch Boot	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts
Master Vacuum Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Parking Brake Light Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Interior Lighting
Ported Vacuum Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Power Steering Pressure Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts > Power Steering Parts
Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Toggle Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Toggle Switch Panel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
A/C Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
Connectors	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Electrical Pin Connector	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Electrical Terminals	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Electrical Wires	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Hitch Wiring Kits	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Speed Sensor Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Stepper Motor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Wire Cover Boot	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Wire with Terminals	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Wiring Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts
Back Up Light	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Reverse Lights
Back Up Light Lens	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Reverse Lights
Tail Light Bezel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Exterior Vehicle Light Covers
Tail Light Guard	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Exterior Vehicle Light Covers
Tail Light	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Circuit Board	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Connector Plate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Housing	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Lens	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Lens Seal	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tail Light Trim	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Tailgate Latch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Latch Bracket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Stop	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Cable	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Handle	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Handle Bezel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Hinge	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Lock	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Panel Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Rod	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Truck Bed Parts
Tailgate Window Lift Motor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Window Parts > Power Window Parts
Third Brake Light	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Tail & Brake Lights
Third Brake Light Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Exterior Vehicle Light Covers
Steering Angle Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Column Clock Spring	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Column Shift Mechanism	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Adjust	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Bearing	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Boot	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Dress Up Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Sector Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Shaft Seal	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Column Tube	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Gear Seal Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Gearbox	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Gearbox Repair Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Rack	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Rack Boot	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Rack Bushing	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Steering Rack Seal Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Adjuster	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Adjusting Sleeve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Assembly	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Bushing	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod End	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod End Boot	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Lock Plate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tie Rod Nut	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Steering Parts
Tire Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Covers
Wheel Rim Protector	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Wheel Systems
Tire Pressure Monitoring System	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Pressure Sensors & Gauges
TPMS Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Pressure Sensors & Gauges
TPMS Sensor Service Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Pressure Sensors & Gauges
TPMS Valve Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Pressure Sensors & Gauges
TPMS Valve Stem	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Pressure Sensors & Gauges
Tire	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Wheel Systems > Motor Vehicle Tires
